t Pi r1 r2
226100 3.144274 1.211721 0.292458
226200 3.144331 2.357741 0.795475
226300 3.144322 0.236681 0.392828
226400 3.144423 0.004962 0.058475
226500 3.144545 2.263274 0.525061
226600 3.144558 0.550518 0.823047
226700 3.144724 2.513670 0.700804
226800 3.144781 2.539886 0.584723
226900 3.144837 1.839084 0.044484
227000 3.144567 0.786828 0.887899
227100 3.144624 1.831974 0.123757
227200 3.144811 2.575305 0.055628
227300 3.144867 2.551704 0.165937
227400 3.144772 1.318091 0.934849
227500 3.144784 2.210975 0.778753
227600 3.144884 2.203579 0.682649
227700 3.144963 0.630343 0.762930
227800 3.144975 0.868474 0.355299
227900 3.144988 1.021152 0.711729
228000 3.144871 0.379122 0.643524
228100 3.144797 3.075312 0.526733
228200 3.144789 2.272083 0.835429
228300 3.144866 0.180926 0.028356
228400 3.144749 0.119744 0.323281
228500 3.144676 2.086733 0.420198
228600 3.144819 0.599364 0.705468
228700 3.144767 3.105904 0.064785
228800 3.144671 2.954386 0.336743
228900 3.144857 3.095898 0.927610
229000 3.144676 2.993787 0.346235
229100 3.144904 0.978939 0.794134
229200 3.144853 1.857426 0.765196
229300 3.144714 0.361683 0.071363
229400 3.144684 2.256845 0.653458
229500 3.144589 0.474670 0.199024
229600 3.144624 1.970759 0.692967
229700 3.144831 0.044873 0.504468
229800 3.144714 1.532114 0.063930
229900 3.144620 2.072918 0.410680
230000 3.144568 0.291499 0.063019
230100 3.144581 2.235222 0.280039
230200 3.144508 1.257350 0.429303
230300 3.144435 0.733486 0.186025
230400 3.144469 1.228491 0.234986
230500 3.144289 1.328261 0.031401
230600 3.144431 1.419232 0.045440
230700 3.144423 1.322520 0.585031
230800 3.144329 1.816893 0.215654
230900 3.144256 2.115964 0.844892
231000 3.144205 0.659383 0.286113
231100 3.144239 2.779988 0.895365
231200 3.144338 2.551803 0.210431
231300 3.144415 1.713076 0.024983
231400 3.144300 0.870835 0.230157
231500 3.144142 0.668404 0.810939
231600 3.144133 2.772198 0.123843
231700 3.144082 0.560060 0.117619
231800 3.144010 3.004011 0.735573
231900 3.143895 2.478111 0.676804
232000 3.143780 0.884242 0.516926
232100 3.143815 1.157904 0.784853
232200 3.143679 1.941085 0.813026
232300 3.143607 1.542526 0.794429
232400 3.143706 2.185127 0.711320
232500 3.143910 2.116774 0.722868
232600 3.144093 0.405812 0.104184
232700 3.144063 0.237796 0.523411
232800 3.143864 0.315766 0.367890
232900 3.143856 2.709704 0.988027
233000 3.143721 0.919741 0.445973
233100 3.143543 0.524001 0.438346
233200 3.143577 3.111420 0.116952
233300 3.143654 2.968001 0.336574
233400 3.143498 1.888734 0.109857
233500 3.143532 1.430156 0.980647
233600 3.143651 2.306361 0.644072
233700 3.143643 0.827600 0.491475
233800 3.143720 0.765695 0.466124
233900 3.143881 0.338257 0.529664
234000 3.143915 1.319212 0.646441
234100 3.143991 2.168713 0.405712
234200 3.143941 3.074224 0.143834
234300 3.144017 1.313555 0.496044
234400 3.143945 2.078794 0.229762
234500 3.143853 1.982465 0.790855
234600 3.143761 0.658606 0.223370
234700 3.143668 1.427256 0.736152
234800 3.143723 0.519523 0.324243
234900 3.143842 1.852996 0.844676
235000 3.143876 0.462197 0.758179
235100 3.143805 0.659787 0.775475
235200 3.143587 0.973324 0.123486
235300 3.143641 1.623024 0.314411
235400 3.143529 0.950950 0.130384
235500 3.143647 2.084105 0.264796
235600 3.143513 1.356128 0.010343
235700 3.143589 2.311130 0.337850
235800 3.143644 0.618957 0.565214
235900 3.143636 2.741343 0.518248
236000 3.143628 1.834781 0.516080
236100 3.143473 1.228124 0.096691
236200 3.143486 2.313170 0.314134
236300 3.143604 3.007213 0.034657
236400 3.143512 1.046782 0.225941
236500 3.143505 3.003972 0.117222
236600 3.143372 2.042706 0.763906
236700 3.143343 0.518456 0.423785
236800 3.143398 2.939702 0.736997
236900 3.143452 2.386362 0.868221
237000 3.143382 2.507905 0.906810
237100 3.143416 1.924543 0.068389
237200 3.143387 2.083521 0.181319
237300 3.143317 2.276410 0.271851
237400 3.143184 0.565969 0.854513
237500 3.143239 0.324081 0.039510
237600 3.143107 2.509684 0.596699
237700 3.143057 2.591507 0.363767
237800 3.142925 0.047396 0.662538
237900 3.142834 1.568906 0.549981
238000 3.142765 0.730459 0.734640
238100 3.142695 2.958256 0.025068
238200 3.142605 3.050857 0.317098
238300 3.142784 1.357061 0.569583
238400 3.142797 0.780835 0.561865
238500 3.142541 1.582346 0.548845
238600 3.142575 2.687288 0.608753
238700 3.142588 0.632676 0.254682
238800 3.142601 3.084394 0.021071
238900 3.142553 2.636676 0.371322
239000 3.142649 1.136071 0.052816
239100 3.142786 2.059878 0.572040
239200 3.142758 2.976816 0.342238
239300 3.142750 0.284107 0.409743
239400 3.142908 1.078023 0.094021
239500 3.142838 2.946962 0.151459
239600 3.142852 0.845245 0.451444
239700 3.142782 1.497842 0.092260
239800 3.142795 1.824165 0.090255
239900 3.142788 1.130122 0.834764
240000 3.142719 2.542460 0.638819
240100 3.142732 1.571313 0.524753
240200 3.142725 1.710111 0.450638
240300 3.142655 1.026812 0.094236
240400 3.142566 2.399327 0.777182
240500 3.142559 0.057557 0.566505
240600 3.142346 1.797190 0.763027
240700 3.142462 1.399188 0.240960
240800 3.142495 0.764159 0.500677
240900 3.142447 2.471201 0.334509
241000 3.142297 2.851011 0.182167
241100 3.142330 0.065418 0.363580
241200 3.142282 2.683254 0.939314
241300 3.142316 2.943003 0.407075
241400 3.142411 1.747450 0.653906
241500 3.142363 1.174593 0.784618
241600 3.142274 1.641969 0.042135
241700 3.142267 0.748560 0.190723
241800 3.142178 2.370628 0.627789
241900 3.142252 0.198445 0.791782
242000 3.142490 1.562587 0.107870
242100 3.142605 0.296686 0.396088
242200 3.142638 0.364957 0.367156
242300 3.142509 2.817520 0.539147
242400 3.142563 1.189775 0.761850
242500 3.142494 1.702476 0.054830
242600 3.142365 0.010307 0.399281
242700 3.142317 2.236728 0.875857
242800 3.142350 2.096634 0.543601
242900 3.142201 1.798783 0.704311
243000 3.142194 1.950077 0.400364
243100 3.142146 1.115277 0.402176
243200 3.142362 0.874128 0.397878
243300 3.142538 2.726750 0.600463
243400 3.142450 1.163106 0.081246
243500 3.142605 2.465673 0.969483
243600 3.142678 2.630061 0.392534
243700 3.142550 1.987173 0.807011
243800 3.142623 0.005658 0.996854
243900 3.142474 1.050754 0.724561
244000 3.142508 0.444929 0.282792
244100 3.142440 2.597052 0.232030
244200 3.142372 0.466707 0.955803
244300 3.142466 0.261657 0.582923
244400 3.142499 1.826292 0.017005
244500 3.142451 1.113358 0.006315
244600 3.142525 1.552615 0.271544
244700 3.142639 2.354581 0.772814
244800 3.142571 2.743148 0.770371
244900 3.142685 0.718437 0.686966
245000 3.142698 1.101071 0.887400
245100 3.142590 2.377092 0.037262
245200 3.142462 1.317303 0.182810
245300 3.142515 1.621552 0.670154
245400 3.142488 2.514727 0.814957
245500 3.142621 2.315618 0.182211
245600 3.142554 2.703764 0.633977
245700 3.142506 1.079846 0.454280
245800 3.142519 1.128085 0.241932
245900 3.142673 2.271052 0.389951
246000 3.142565 1.944401 0.527465
246100 3.142538 1.346893 0.031497
246200 3.142370 2.890723 0.572121
246300 3.142383 0.649898 0.784254
246400 3.142316 2.940583 0.635837
246500 3.142309 0.490677 0.285697
246600 3.142302 0.513841 0.755650
246700 3.142195 3.044132 0.741001
246800 3.142188 1.019742 0.220677
246900 3.142141 2.841199 0.301404
247000 3.142194 0.775814 0.902145
247100 3.142107 0.748944 0.140400
247200 3.142000 0.554319 0.297946
247300 3.141953 2.576808 0.864187
247400 3.141847 1.573910 0.389139
247500 3.141800 2.700377 0.423969
247600 3.141873 0.517993 0.901292
247700 3.141926 2.494630 0.679426
247800 3.141939 1.010034 0.033593
247900 3.142031 2.493862 0.381350
248000 3.142124 3.043804 0.523444
248100 3.142117 1.844150 0.766094
248200 3.142249 1.434175 0.980705
248300 3.142183 1.336759 0.757115
248400 3.142116 2.630604 0.092957
248500 3.142030 1.461043 0.698641
248600 3.142142 1.587923 0.675719
248700 3.142096 3.083496 0.494741
248800 3.142069 1.556273 0.008944
248900 3.142062 1.890741 0.255769
249000 3.141995 3.127622 0.211668
249100 3.142068 2.432649 0.474945
249200 3.142041 1.200809 0.841002
249300 3.142015 2.571184 0.913080
249400 3.141988 2.747695 0.686659
249500 3.142001 0.585190 0.016232
249600 3.142034 2.537504 0.005364
249700 3.141908 2.729152 0.588621
249800 3.141743 1.781312 0.220294
249900 3.141756 2.498013 0.354603
250000 3.141749 0.156283 0.979192
250100 3.141822 1.060785 0.004428
250200 3.141874 0.137007 0.913308
250300 3.141808 0.808369 0.312985
250400 3.141801 1.722835 0.134035
250500 3.141775 1.901505 0.134646
250600 3.141808 2.994317 0.646947
250700 3.141840 0.930345 0.093006
250800 3.141814 0.899393 0.624945
250900 3.141689 2.729260 0.831977
251000 3.141643 2.915930 0.161273
251100 3.141735 0.329064 0.628087
251200 3.141590 2.395376 0.599642
251300 3.141525 1.518188 0.928719
251400 3.141479 0.059254 0.550559
251500 3.141472 1.083457 0.928534
251600 3.141446 1.582137 0.929063
251700 3.141302 0.012861 0.253997
251800 3.141217 0.305839 0.245118
251900 3.141427 1.863821 0.483947
252000 3.141479 0.555462 0.912931
252100 3.141413 2.101228 0.989363
252200 3.141563 1.366173 0.681613
252300 3.141537 1.496034 0.974885
252400 3.141589 1.752913 0.970214
252500 3.141544 0.291268 0.385040
252600 3.141479 1.284916 0.217229
252700 3.141316 1.839739 0.286099
252800 3.141329 0.463555 0.154755
252900 3.141322 2.010686 0.622300
253000 3.141335 1.627280 0.226977
253100 3.141309 0.361919 0.230681
253200 3.141205 0.996281 0.626316
253300 3.141277 0.729521 0.929748
253400 3.141251 2.263949 0.993028
253500 3.141206 1.371702 0.245865
253600 3.141277 0.160070 0.701486
253700 3.141251 1.736136 0.681075
253800 3.141167 0.917487 0.038474
253900 3.141296 0.617504 0.613613
254000 3.141271 0.514463 0.177501
254100 3.141206 1.850692 0.909537
254200 3.141200 0.180343 0.445135
254300 3.141193 0.377010 0.304296
254400 3.141167 2.416800 0.505017
254500 3.141122 0.476821 0.528342
254600 3.140980 2.206177 0.629835
254700 3.141071 0.689371 0.825643
254800 3.140987 3.060234 0.303523
254900 3.140981 0.037036 0.970981
255000 3.140877 1.205619 0.840483
255100 3.140871 0.467338 0.377109
255200 3.140942 1.931281 0.502660
255300 3.140898 1.250557 0.837262
255400 3.140833 2.181299 0.171759
255500 3.140904 1.167053 0.916427
255600 3.141110 2.755666 0.649430
255700 3.141085 0.155205 0.675384
255800 3.141117 0.638620 0.161387
255900 3.141053 1.132870 0.070110
256000 3.141047 2.965177 0.278812
256100 3.141002 0.282076 0.409407
256200 3.141092 2.969839 0.425231
256300 3.140989 3.006500 0.380554
256400 3.141252 2.435858 0.991961
256500 3.141304 0.121398 0.466130
256600 3.141336 0.100805 0.774568
256700 3.141348 1.788636 0.189713
256800 3.141323 2.151649 0.507811
256900 3.141297 1.429227 0.541023
257000 3.141233 2.757585 0.945640
257100 3.141265 0.464393 0.378259
257200 3.141144 1.455485 0.754568
257300 3.141118 0.205323 0.297262
257400 3.141131 1.255935 0.195667
257500 3.141029 0.486682 0.858476
257600 3.140927 0.799409 0.612532
257700 3.141036 1.365500 0.235139
257800 3.141125 2.219347 0.692511
257900 3.141062 0.246262 0.672876
258000 3.141113 1.010042 0.057157
258100 3.141183 2.786044 0.466494
258200 3.141196 2.995188 0.609604
258300 3.141208 1.536371 0.791256
258400 3.141107 1.706167 0.331024
258500 3.141043 0.231383 0.372240
258600 3.141190 0.558484 0.583763
258700 3.141355 0.937208 0.919293
258800 3.141482 0.115825 0.920368
258900 3.141361 1.961280 0.877801
259000 3.141298 2.277786 0.004350
259100 3.141291 0.397532 0.096520
259200 3.141228 0.335535 0.636155
259300 3.141279 1.901982 0.288016
259400 3.141330 0.033312 0.999216
259500 3.141361 1.766891 0.721621
259600 3.141317 0.570416 0.896083
259700 3.141425 1.154881 0.202224
259800 3.141342 2.283204 0.919643
259900 3.141298 0.380536 0.313923
260000 3.141330 0.238906 0.293788
260100 3.141456 0.060932 0.690915
260200 3.141507 1.826911 0.040489
260300 3.141424 2.873161 0.885518
260400 3.141456 1.097717 0.131819
260500 3.141544 2.283684 0.952133
260600 3.141595 3.130526 0.173836
260700 3.141437 2.663456 0.234965
260800 3.141506 1.999250 0.112403
260900 3.141500 2.188838 0.125206
261000 3.141588 0.678462 0.041481
261100 3.141657 2.261137 0.773726
261200 3.141462 1.863068 0.154230
261300 3.141494 0.586909 0.690972
261400 3.141638 2.804992 0.468122
261500 3.141556 1.621828 0.555783
261600 3.141607 2.973552 0.695219
261700 3.141600 1.783563 0.098616
261800 3.141707 1.550401 0.961563
261900 3.141776 2.567022 0.142420
262000 3.141807 1.660024 0.479853
262100 3.141876 0.187424 0.184247
262200 3.141888 2.990808 0.972691
262300 3.141938 2.186182 0.671500
262400 3.141856 2.409502 0.579090
262500 3.141831 3.117417 0.087467
262600 3.141712 0.840871 0.744291
262700 3.141706 3.051335 0.257661
262800 3.141662 1.474610 0.265866
262900 3.141637 1.173291 0.065274
263000 3.141593 2.492429 0.033940
263100 3.141530 2.580921 0.365173
263200 3.141430 2.529186 0.344865
263300 3.141593 1.328306 0.816183
263400 3.141661 0.150048 0.747786
263500 3.141636 1.062021 0.758491
263600 3.141723 2.181008 0.552377
263700 3.141792 0.153297 0.167063
263800 3.141916 1.504070 0.050644
263900 3.141760 2.025611 0.168522
264000 3.141773 1.108843 0.870304
264100 3.141804 0.332946 0.417358
264200 3.141834 0.224614 0.489130
264300 3.141772 2.203772 0.574919
264400 3.141784 2.082844 0.129597
264500 3.141666 1.535567 0.992064
264600 3.141604 0.185239 0.593805
264700 3.141690 0.900488 0.818739
264800 3.141554 2.150619 0.940519
264900 3.141492 0.232380 0.078556
265000 3.141485 1.234119 0.722871
265100 3.141498 0.034290 0.257892
265200 3.141678 0.823066 0.580702
265300 3.141895 2.152281 0.895610
265400 3.142037 2.253133 0.026303
265500 3.142012 1.226580 0.403761
265600 3.141968 2.426892 0.568986
265700 3.141869 1.376343 0.666148
265800 3.141974 1.436112 0.457103
265900 3.142097 1.945699 0.747863
266000 3.142110 0.428108 0.794211
266100 3.142159 1.490264 0.654677
266200 3.142171 2.136722 0.838561
266300 3.142294 2.656617 0.518439
266400 3.142454 1.147552 0.815739
266500 3.142540 2.356196 0.796497
266600 3.142478 2.897055 0.930480
266700 3.142453 0.714516 0.927128
266800 3.142465 1.620818 0.836620
266900 3.142570 0.522294 0.331311
267000 3.142674 1.822597 0.361823
267100 3.142723 0.024145 0.998400
267200 3.142642 1.354258 0.754540
267300 3.142469 2.937030 0.643292
267400 3.142555 0.625496 0.663717
267500 3.142678 2.475288 0.541987
267600 3.142708 3.042987 0.320174
267700 3.142793 2.246679 0.589296
267800 3.142768 1.311448 0.490728
267900 3.142780 0.686644 0.642354
268000 3.142865 2.375419 0.037106
268100 3.142914 0.110817 0.286864
268200 3.143055 2.575392 0.806325
268300 3.143140 2.544970 0.027009
268400 3.143299 2.551953 0.615272
268500 3.143200 0.922980 0.465804
268600 3.143285 1.728559 0.114310
268700 3.143297 0.504144 0.730791
268800 3.143198 0.719443 0.043680
268900 3.143118 0.572253 0.707392
269000 3.143184 2.537472 0.046553
269100 3.143141 0.967782 0.235029
269200 3.143207 1.726203 0.962055
269300 3.143274 0.740321 0.482124
269400 3.143212 1.055345 0.024291
269500 3.143205 0.303389 0.102688
269600 3.143290 1.401131 0.540408
269700 3.143283 1.845711 0.695107
269800 3.143222 1.918624 0.815201
269900 3.143215 2.075022 0.588069
270000 3.143318 2.037128 0.525070
270100 3.143256 0.573807 0.577933
270200 3.143213 2.246063 0.473204
270300 3.143188 1.547163 0.250385
270400 3.143199 2.079711 0.551944
270500 3.143211 2.835455 0.304904
270600 3.143259 2.755129 0.967630
270700 3.143435 0.017270 0.840693
270800 3.143409 3.027804 0.346341
270900 3.143330 0.748423 0.855154
271000 3.143341 1.245621 0.898727
271100 3.143353 1.173743 0.434721
271200 3.143291 2.281696 0.196932
271300 3.143375 1.006765 0.221088
271400 3.143423 0.342616 0.891193
271500 3.143489 1.384390 0.538655
271600 3.143518 2.994643 0.405462
271700 3.143603 1.469104 0.154128
271800 3.143614 2.925055 0.040955
271900 3.143534 1.635644 0.164378
272000 3.143727 2.643965 0.559908
272100 3.143593 2.282495 0.636141
272200 3.143568 0.285575 0.727317
272300 3.143543 1.595363 0.794471
272400 3.143682 1.304714 0.496737
272500 3.143584 1.818848 0.772652
272600 3.143595 2.110451 0.959130
272700 3.143461 1.902969 0.873351
272800 3.143437 1.883942 0.156130
272900 3.143412 2.628933 0.034136
273000 3.143513 2.383215 0.272185
273100 3.143471 2.125584 0.482836
273200 3.143518 1.777828 0.552191
273300 3.143439 0.166121 0.816379
273400 3.143450 0.381981 0.302159
273500 3.143642 3.057061 0.595793
273600 3.143653 1.408819 0.673051
273700 3.143755 2.080213 0.461440
273800 3.143603 0.993889 0.697415
273900 3.143669 1.937728 0.092045
274000 3.143626 1.693884 0.958411
274100 3.143691 2.527032 0.492723
274200 3.143666 0.910635 0.064646
274300 3.143785 2.619498 0.142359
274400 3.143869 1.213588 0.517555
274500 3.143880 0.145339 0.176960
274600 3.143909 2.771579 0.055722
274700 3.143920 2.754946 0.854817
274800 3.144201 2.745397 0.123857
274900 3.144392 0.672788 0.406669
275000 3.144187 1.397776 0.673599
275100 3.144252 1.931832 0.646383
275200 3.144244 1.543821 0.442448
275300 3.144345 2.713786 0.434575
275400 3.144446 3.083277 0.721738
275500 3.144385 1.035833 0.150113
275600 3.144414 1.343618 0.125559
275700 3.144460 0.968174 0.037367
275800 3.144507 1.890451 0.767253
275900 3.144339 0.444354 0.688463
276000 3.144242 2.707974 0.020391
276100 3.144235 1.591407 0.009739
276200 3.144174 1.718986 0.335118
276300 3.144275 0.365125 0.523567
276400 3.144161 2.098580 0.558366
276500 3.144261 2.560699 0.896291
276600 3.144200 0.175601 0.690826
276700 3.144229 0.670096 0.619268
276800 3.144097 0.641530 0.070721
276900 3.144144 2.256989 0.265841
277000 3.144029 1.400000 0.190875
277100 3.144094 2.114965 0.150180
277200 3.144158 2.436935 0.257704
277300 3.144223 0.585428 0.250915
277400 3.144127 1.357335 0.459917
277500 3.144102 0.440170 0.965873
277600 3.144024 1.085001 0.725450
277700 3.143946 2.326993 0.536859
277800 3.144099 0.086139 0.136436
277900 3.144163 0.181747 0.348863
278000 3.144138 1.191225 0.764022
278100 3.144096 1.976823 0.594602
278200 3.144125 0.288554 0.401058
278300 3.144207 0.397806 0.785884
278400 3.144235 2.774617 0.612857
278500 3.144281 1.063343 0.815432
278600 3.144150 3.005190 0.004147
278700 3.144055 1.980083 0.470490
278800 3.144101 2.761851 0.618349
278900 3.144041 2.379625 0.966017
279000 3.144069 0.535782 0.902223
279100 3.144222 0.065665 0.586456
279200 3.144250 3.107670 0.448884
279300 3.144208 2.028687 0.509961
279400 3.144183 0.007206 0.126190
279500 3.144088 1.437027 0.901437
279600 3.144011 0.951585 0.264733
279700 3.143898 2.611466 0.184153
279800 3.143909 0.545690 0.406029
279900 3.143849 0.783157 0.612061
280000 3.143824 0.166336 0.374224
280100 3.143906 1.451859 0.205155
280200 3.143846 2.223874 0.338865
280300 3.143910 2.387383 0.666568
280400 3.143674 0.470878 0.250667
280500 3.143632 0.019629 0.451916
280600 3.143625 1.277193 0.895980
280700 3.143584 0.748662 0.734018
